region,n_days,temp_range,temp_mean,temp_sd,temp_p1,temp_p99,deaths_total,deaths_mean,deaths_zero_pct,converged,vcov_finite,vcov_positive,rr_p99,rr_p99_se,rr_p1,rr_p1_se,se_category,status
3109,5479,18.4018487930298,19.326454837428,2.79659143672462,12.2491983985901,24.4261965560913,106364,19.4130315751049,0,TRUE,TRUE,TRUE,1.01154428954376,0.0513623760267635,1.32069502647069,0.0764441573494013,valid,success
3110,5479,21.1748170852661,23.3033956323016,2.49708108887441,15.9682926559448,28.9669811248779,57783,10.5462675670743,0,TRUE,TRUE,TRUE,1.56784157306153,0.087347887525798,1.30736549405875,0.114817355611719,valid,success
3111,5479,21.2896528244019,23.915087051691,2.39133601570286,17.0661031723022,29.6136456298828,81612,14.8954188720569,0,TRUE,TRUE,TRUE,1.4586729536448,0.0695433304385133,1.48536329035357,0.10667654507225,valid,success
3112,5478,18.7051610946655,23.4216355633327,2.2248583085393,18.4726466369629,28.8175239944458,50617,9.24005111354509,0,TRUE,TRUE,TRUE,1.40121448214323,0.125186484523815,1.12403464353202,0.08641590971053,valid,success
3113,5479,19.2170648574829,22.3268896260604,2.52385988044493,16.4270385360718,27.6715459823608,91116,16.6300419784632,0,TRUE,TRUE,TRUE,1.41031957789201,0.0802216583430272,1.09365819374678,0.0578387714112074,valid,success
3201,5479,9.35872268676758,24.0760197487163,1.7827952508252,20.1867190551758,27.3646794128418,130296,23.7809819310093,0,TRUE,TRUE,TRUE,1.10552288157739,0.0800718609423926,1.29123666338646,0.0860191005157545,valid,success
3202,5448,8.66591262817383,24.7007430734088,1.5717716844218,21.2982243728638,27.6358457565308,32698,6.00183553597651,0,TRUE,TRUE,TRUE,1.27420157333167,0.223623912989475,1.03496791765281,0.110949695270526,valid,success
3203,5471,13.4458980560303,23.9530711779754,2.38827428375824,18.8189359664917,28.4975526809692,31944,5.8387863279108,0,TRUE,TRUE,TRUE,1.17452836927836,0.126447254070991,1.3295527489178,0.171911104712872,valid,success
3204,5474,12.7556867599487,22.6786226626944,2.34311626548708,17.4264486122131,26.8493099975586,46277,8.4539641943734,0,TRUE,TRUE,TRUE,1.32994523105983,0.123872392086504,1.1169897034157,0.100343001795834,valid,success
3301,5479,12.5366840362549,23.2660386722047,2.12413708783814,18.7166682052612,27.333479423523,1155032,210.810731885381,0,TRUE,TRUE,TRUE,1.28717364562467,0.0351813312354002,1.27599604532522,0.0297917140960425,valid,success
3302,5479,18.4380388259888,21.4194540233372,2.99277829818217,14.5014555549622,27.0584621810913,89556,16.3453184887753,0,TRUE,TRUE,TRUE,1.20816945411,0.083185155155675,1.21906862293545,0.0774400912127124,valid,success
3303,5479,16.882435798645,21.2101269132096,2.84097075171377,14.6926425743103,26.4314147567749,96162,17.5510129585691,0,TRUE,TRUE,TRUE,1.05436013568256,0.078502869222261,1.39685257049399,0.111239795791824,valid,success
3304,5479,10.9520320892334,23.2780713949745,2.07508224575365,18.9077074813843,27.1953064727783,86207,15.7340755612338,0,TRUE,TRUE,TRUE,1.40381570172297,0.360424587146942,1.40263859686159,0.484596246774822,valid,success
3305,5479,11.8185863494873,21.1603527488576,2.36355369316659,16.4994832229614,25.9805829238892,68367,12.4780069355722,0,TRUE,TRUE,TRUE,1.09822648641286,0.0880532396710469,1.3062020922728,0.230243291532099,valid,success
3501,5479,15.8141279220581,22.128265153189,2.60052536784167,16.0363360977173,27.2534017181397,1575489,287.550465413397,0,TRUE,TRUE,TRUE,1.24988778059242,0.0553294792437603,1.69836086230829,0.109208534863677,valid,success
3502,5479,18.4777383804321,21.3598327962211,3.04409336596405,13.7374526786804,27.148860206604,226810,41.3962401898157,0,TRUE,TRUE,TRUE,1.39432408612029,0.0561750688289348,1.39458408842619,0.0692161055937936,valid,success
3503,5479,22.9462575912476,22.8341322455186,3.25084716148633,14.1392382240295,29.3360552215576,120871,22.0607775141449,0,TRUE,TRUE,TRUE,1.57444692947982,0.0718091483355162,1.35240024413744,0.0829659773533754,valid,success
3504,5479,23.7776470184326,23.1394016374134,3.33408874097014,13.7926878929138,29.7208848953247,97521,17.799050921701,0,TRUE,TRUE,TRUE,1.73314148935956,0.0934177262158153,1.34739636811208,0.0919076083247621,valid,success
3505,5479,25.0759582519531,24.3294394582396,3.45828904251831,14.0242053794861,30.7728561782837,81893,14.9467056032123,0,TRUE,TRUE,TRUE,1.75522649972335,0.0919746690761492,1.58333975712141,0.113626519271211,valid,success
3506,5479,23.433614730835,24.7444832455962,3.14351773539845,14.9540439414978,30.6792823791504,69921,12.7616353349151,0,TRUE,TRUE,TRUE,1.85378757909562,0.0995076072342541,1.26970141869142,0.104199327060404,valid,success
3507,5479,23.0212230682373,24.6305929708925,2.90725239703589,15.3265247535706,30.621294593811,147862,26.9870414309181,0,TRUE,TRUE,TRUE,1.77160734933913,0.0627815259619568,1.37216446302736,0.0825278606526939,valid,success
3508,5479,21.4640550613403,23.5720888072719,2.77289564664694,15.5576022338867,29.2458639526367,200287,36.5553933199489,0,TRUE,TRUE,TRUE,1.59604869966357,0.0462434362936758,1.36393181348279,0.065045356273374,valid,success
3509,5479,22.1920309066772,23.0625512253131,3.07270534824356,14.3970718002319,29.4782111740112,92874,16.9509034495346,0,TRUE,TRUE,TRUE,1.54371453054895,0.0823728768466037,1.56217280277811,0.112206004558317,valid,success
